workload,dtype,batch_size,throughput,latency_p50,latency_p99,energy_total,avg_power,achieved_gflops,utilization_pct,arith_intensity,phase_staging,phase_compute,phase_output,tta_sec
iris_perceptron,float32,1,23353585.74610245,4.281997680664063e-05,4.281997680664063e-05,0.0056014184134347104,6.540660260897233,0.3736573719376392,0.06950471948244777,0.3333333333333333,0,0.0008563995361328125,0,0.0008563995361328125
